PM2.5,PM10,So2,No2,Co,O3
57,98,5,29,0.68,27
32,61,6,24,0.48,37
53,90,9,33,0.66,25
68,95,6,37,0.77,16
107,141,8,48,1.10,20
132,188,12,56,1.35,28
84,123,8,42,1.02,42
99,144,9,52,1.05,43
111,160,8,51,1.13,21
104,148,7,34,0.96,58
84,126,9,38,1.02,65
78,117,11,41,1.11,66
102,168,12,76,1.70,13
176,229,7,56,1.42,37
237,295,6,60,1.61,20
50,78,5,24,0.53,34
49,81,7,27,0.54,42
48,74,7,33,0.53,35
62,96,4,36,0.75,22
