PM2.5,PM10,So2,No2,Co,O3
49,182,10,25,0.86,24
39,115,10,23,0.79,26
47,99,10,23,0.86,33
41,88,12,24,0.85,31
53,98,12,27,0.88,26
70,118,15,32,0.97,17
57,100,13,29,0.92,30
52,99,13,33,0.95,31
54,98,17,35,0.95,39
83,131,15,39,1.18,45
94,143,18,42,1.22,41
52,92,13,32,1.07,43
42,99,14,44,1.13,39
48,96,14,44,1.15,35
63,116,17,49,1.28,22
115,168,14,43,1.40,33
122,177,19,49,1.43,27
42,66,9,18,0.79,34
42,74,16,25,0.84,26
43,73,12,22,0.81,34
41,72,12,23,0.71,39
